t,Rg_rep1,Rg_rep2,Rg_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3
8333.5,21.72576,21.44794536,22.84046359,2.4116528,2.45578417,2.38987695,1.0458117,1.045125635,1.115746428,1.7381105,1.788460947,1.790750611
8334,21.705641,22.56825024,19.92925375,2.4293253,2.549098154,2.364940181,1.3657683,1.239579571,1.413871431,1.8280517,1.780685154,1.938393752
8334.5,21.727728,22.77645213,21.11466481,2.3978789,2.314171947,2.332058428,1.409904,1.434379312,1.472762861,1.8365185,1.752368602,1.910274507
8335,21.752626,22.48992851,23.46921017,2.4124606,2.416981412,2.467369901,1.1629155,1.198034986,1.168381129,1.8658961,1.902744745,1.914386834
8335.5,21.756388,20.22774505,21.74191007,2.4105661,2.663063554,2.50464346,1.1746544,1.097840468,1.283786263,1.8088377,2.033620429,1.847843101
8336,21.691334,19.34837284,21.86074055,2.3803935,2.38849649,2.344165698,1.2224334,1.136400179,1.400836104,1.7234818,1.862717637,1.691348717
8336.5,21.645205,20.54733942,22.37552783,2.4559054,2.321445051,2.318078704,1.2090484,1.211113372,1.14509909,1.8030882,1.932031582,1.828004651
8337,21.671165,23.007072,22.3244131,2.4589343,2.431551913,2.453833454,1.0477289,1.030940766,1.055835584,1.8113399,1.858574333,1.766537279
8337.5,21.732697,21.66936416,21.32836509,2.4237423,2.43351478,2.281802324,1.1146041,1.106706158,1.140258665,1.7769003,1.831136448,1.795688442
8338,21.755035,22.245502,21.85179953,2.4196482,2.603713285,2.391972862,1.4964499,1.448797856,1.49543028,1.7756227,1.718263387,1.813283292
8338.5,21.747795,21.6470012,22.066593,2.4016387,2.377355221,2.094014513,1.322142,1.3791835,1.325234856,1.8218479,1.725755229,1.80318323
8339,21.732038,23.11208724,22.68158695,2.3829994,2.349105864,2.485286085,1.2675794,1.342449922,1.170047212,1.8224734,2.053130904,2.004457807
8339.5,21.692385,22.80573619,23.03429023,2.3591259,2.432832598,2.323088661,1.2027293,1.269821719,1.211007548,1.80782,1.781219251,1.794682866
8340,21.701038,21.98640594,20.59081278,2.4029112,2.322145419,2.26620155,1.3775525,1.33562906,1.447234246,1.7987889,1.82652605,1.842307046
8340.5,21.732187,21.83619006,19.32830942,2.4053054,2.457188434,2.459507056,1.2272965,1.235532728,1.152410052,1.7860206,1.760805009,1.796765578
8341,21.755808,22.76063015,18.52498399,2.418272,2.343608064,2.344160086,1.3045357,1.320914453,1.236517055,1.8020885,1.905496783,1.875534164
8341.5,21.804785,22.5782714,20.56456778,2.375452,2.372017087,2.393781378,1.2465466,1.134603137,1.207794436,1.7687854,1.738707811,1.723453333
8342,21.743389,24.05305822,20.20093093,2.4050834,2.375248717,2.3999791,1.1653874,1.165089289,1.074790594,1.7598917,1.774813527,1.955205588
8342.5,21.694458,22.15797666,22.25440723,2.4165862,2.337416749,2.371243461,1.2174357,1.263577994,1.252589111,1.8612256,1.89926705,1.807276963
8343,21.725353,19.85431027,21.77389354,2.3997526,2.094481282,2.627780364,1.3322761,1.296510432,1.380133944,1.8130009,1.703237696,1.840612339
8343.5,21.741554,22.07780482,22.16839739,2.4045401,2.359532692,2.419195475,1.170063,1.19756655,1.17234338,1.9021771,1.948134412,1.964243252
8344,21.731783,20.63894602,22.00428865,2.3984537,2.354769807,2.373265261,1.2217923,1.187992421,1.156516986,1.7697632,1.85232742,1.767431386
8344.5,21.739801,21.54883508,23.30884554,2.411056,2.561863947,2.367616462,1.0852307,1.15612909,1.06923639,1.7163366,1.704703604,1.719223328
8345,21.709064,21.06607977,23.3357235,2.3888311,2.284242437,2.505908614,1.1229044,1.162764485,1.161917676,1.8762429,1.866828495,1.726580444
8345.5,21.726515,20.9347291,21.97098079,2.3967156,2.504218133,2.442785971,1.1337075,1.185597268,1.154040842,1.7599964,1.676530987,1.871366574
8346,21.756891,22.15019081,20.08245266,2.4179404,2.489112684,2.424382767,1.094347,1.187452348,1.137431199,1.8330469,1.817921937,1.971092713
8346.5,21.754883,21.75509341,20.29370612,2.4262676,2.506460945,2.741138683,1.1866951,1.261987164,1.263259347,1.837705,1.874515978,1.885646454
8347,21.777746,22.02324187,23.35509211,2.4390571,2.370603621,2.662909893,1.3851194,1.362706368,1.501552748,1.8098193,1.796337512,1.690780332
8347.5,21.754957,22.51774439,21.50918934,2.4898348,2.54570125,2.593198723,1.2509661,1.207857596,1.184054481,1.8259208,1.903501214,1.699010754
8348,21.75729,21.57334807,23.58178095,2.4836953,2.464466909,2.524528539,1.2075014,1.25387201,1.197605475,1.7839949,1.86362832,1.933294796
8348.5,21.69536,22.07057529,23.15869029,2.438936,2.667166905,2.308391351,1.2538178,1.13628658,1.287110746,1.8364956,1.925166251,1.915236682
8349,21.648369,20.56662581,22.42792171,2.400785,2.398757364,2.406349573,1.1918675,1.193328127,1.087473449,1.8232266,1.818708371,1.90434656
8349.5,21.688187,20.70940548,21.66756549,2.4394283,2.274839561,2.268699851,1.1136689,1.007083741,1.086717903,1.834132,1.815858835,1.754508449
8350,21.732843,21.88896062,21.6963375,2.3992677,2.471602969,2.488929044,1.1082791,1.173114402,1.14947205,1.7953421,1.871548448,1.930147275
8350.5,21.770836,22.85573574,22.85140005,2.3582826,2.241310449,2.480994109,1.1502039,1.214204989,1.102362936,1.7726486,1.806586594,1.787078805
8351,21.772875,20.36790055,22.21692854,2.3261845,2.451739699,2.317462181,1.1123912,1.063812259,1.125006755,1.7429286,1.65340351,1.697256099
8351.5,21.717304,23.40171246,19.5235921,2.3376467,2.366622396,2.412791727,1.1212835,1.063300092,1.113693696,1.8104411,1.762518275,1.821645164
8352,21.698978,22.85593195,21.37675915,2.3418453,2.202217077,2.608422069,1.1051123,1.097742231,1.137657139,1.7460089,1.734314002,1.718442379
8352.5,21.65777,24.61473379,20.940775,2.3863726,2.213413868,2.545577946,1.2087888,1.123677096,1.101781683,1.713155,1.665266097,1.600841988
8353,21.710793,21.0245992,20.99827289,2.3852997,2.390411329,2.504884095,1.2040784,1.176161924,1.174945804,1.7205429,1.794069177,1.795957789
8353.5,21.753559,21.85769105,20.83691717,2.3912437,2.276750667,2.484384317,1.1499039,1.136698657,1.152576115,1.7585661,1.735536386,1.839805533
8354,21.796669,23.05246241,20.95369436,2.3823993,2.486530117,2.626548651,1.2294523,1.273887186,1.286554135,1.7735226,1.709888906,1.784389023
8354.5,21.774689,22.12600702,20.94733098,2.3696296,2.234356202,2.385449829,1.0953597,1.131640263,1.11045591,1.8061482,1.916885777,1.744957896
8355,21.740969,19.48332458,20.54011328,2.3986845,2.389800884,2.465508894,1.253931,1.249221815,1.288044987,1.8986956,1.986223842,2.114228119
8355.5,21.756115,21.13107231,20.99840367,2.4098113,2.338894854,2.228134027,1.3309182,1.34281228,1.299715389,1.7840748,1.839994517,1.82038701
8356,21.772245,22.01753406,21.21957822,2.4155147,2.524315391,2.577928425,1.1684889,1.209900286,1.209245909,1.8858595,1.838987099,1.873426955
8356.5,21.792625,21.84061307,21.05870176,2.4348104,2.504224388,2.490186458,1.2010002,1.154697902,1.233011683,1.7759473,1.717504165,1.870013702
8357,21.789976,20.22408339,22.2693953,2.4681001,2.616478622,2.483508695,1.1695993,1.297698915,1.158360641,1.7457231,1.688628434,1.66553545
8357.5,21.747309,22.398603,21.23643457,2.4261394,2.580519981,2.455155864,1.2726582,1.19990568,1.253148475,1.8269777,1.861026976,1.960361798
8358,21.753435,23.22472694,23.99916361,2.4048865,2.376411478,2.425325905,1.2252324,1.222113434,1.121799132,1.83907,1.968890785,1.978466856
8358.5,21.709982,21.28452807,21.12580484,2.3946929,2.329826732,2.253928819,1.2519889,1.242513989,1.197774087,1.8259159,1.995350113,1.78198074
8359,21.710232,22.61633658,21.14940309,2.4000032,2.469273647,2.31043813,1.1062977,1.137648118,1.169251088,1.7816079,1.685894354,1.769802149
8359.5,21.737352,22.39697512,23.2230711,2.4163048,2.370872873,2.512978147,1.2637733,1.254921507,1.218647898,1.8449808,1.827331607,1.739958131
8360,21.739227,22.82738465,21.45005314,2.3789184,2.603853774,2.282719369,1.1117963,1.064524263,1.187932378,1.8202299,1.923617357,1.78091652
8360.5,21.771006,21.68336262,22.31388639,2.3656037,2.467528686,2.270926315,1.3732212,1.400961059,1.397467078,1.7769963,1.731714513,1.76624464
8361,21.785748,21.21410929,22.21441505,2.4071152,2.394239643,2.534188099,1.2783543,1.3081993,1.322897218,1.8425702,1.898346715,1.806083639
8361.5,21.748825,25.09814351,21.4985436,2.4559209,2.536571913,2.509654145,1.350502,1.270500853,1.35698256,1.8830959,2.012264509,1.992260463
8362,21.703661,22.47512708,22.15905194,2.4691784,2.463349475,2.270644944,1.2543958,1.192157397,1.314096053,1.8468848,1.83187776,1.82601317
8362.5,21.711262,23.10877035,21.92253659,2.4918144,2.568491564,2.555976522,1.143111,1.227356608,1.152731007,1.8026603,1.930730965,1.785916071
8363,21.728781,22.07940394,19.98877066,2.471292,2.096560023,2.499110876,1.1358235,1.091181513,1.105216861,1.7563581,1.631184041,1.810270424
8363.5,21.708302,23.37288232,22.44666267,2.4703634,2.548203577,2.558218831,1.0856256,1.080143799,1.061902753,1.7596821,1.723935999,1.639213753
8364,21.736805,23.03922551,21.50158732,2.419554,2.324613467,2.451892952,1.1584839,1.090306624,1.158796362,1.77289,1.660924133,1.757897691
8364.5,21.709148,21.94866163,20.6396689,2.4010332,2.316693837,2.553447166,1.0760911,1.135775351,1.113735788,1.7824005,1.790844567,1.775330966
8365,21.776754,20.3645104,21.75023622,2.3490272,2.331749361,2.202444004,1.0936849,1.045185852,1.07090565,1.8311929,1.827392865,1.651120063
8365.5,21.785643,23.06093777,21.13131227,2.3224809,2.313538943,2.208205417,1.2236979,1.1874286,1.120149842,1.6686172,1.711693059,1.744704255
8366,21.719934,21.33308903,20.88133479,2.3272927,2.397577548,2.339798854,1.1908591,1.214445675,1.144566798,1.6879507,1.604694897,1.631790482
8366.5,21.717199,20.36372619,22.3867531,2.332674,2.29712749,2.319082612,1.1896445,1.217898238,1.252743162,1.7894061,1.949896699,1.692618349
8367,21.708609,20.54667012,21.87799126,2.3335807,2.22281746,2.274499131,1.1466928,1.20575932,1.219787256,1.7214569,1.742351371,1.70737279
8367.5,21.71077,21.56818246,20.66369046,2.3658392,2.450902118,2.396821551,1.078706,1.148152125,1.229380786,1.7438016,1.838291071,1.736738449
8368,21.762238,21.0476997,22.92290112,2.3975415,2.455641641,2.433134075,1.2055999,1.276517552,1.133564929,1.8623638,1.839667131,2.07657119
8368.5,21.760885,22.21733363,22.06294363,2.4776583,2.410714831,2.55855708,1.240864,1.184611088,1.282398775,1.8556622,1.898473834,1.88313188
8369,21.757126,22.81354364,22.52290814,2.5124342,2.614446282,2.248286159,1.2059073,1.128257881,1.139541835,1.8340645,1.959121857,1.76073407
8369.5,21.736067,22.42459985,20.26641248,2.4638004,2.609300602,2.437937218,1.2422717,1.187981244,1.320380351,1.8577623,1.9412561,1.882520264
8370,21.691689,22.44944002,21.347163,2.4220409,2.276140076,2.08756512,1.23104,1.261985198,1.150339124,1.8245066,1.736201846,1.976443594
8370.5,21.72541,21.81143111,22.29724137,2.4037564,2.690086926,2.201691565,1.1052601,1.124841698,1.220939665,1.7881167,1.783748127,1.834737206
8371,21.736702,20.19419955,20.67730497,2.348556,2.390268892,2.285829986,1.0802794,1.075626461,1.145004618,1.6928761,1.528281644,1.716176257
8371.5,21.730328,20.61659702,19.20737363,2.3232265,2.434317895,2.349899355,1.2318269,1.315438591,1.271915217,1.73457,1.746724264,1.575977753
8372,21.745272,22.91698315,22.74113348,2.3533103,2.365140229,2.268339305,1.1443498,1.104928683,1.13696799,1.840766,2.049534423,1.712878831
8372.5,21.742054,20.28021187,22.08203155,2.3236043,2.380613269,2.155234882,1.0488355,1.018245625,1.189851815,1.8139032,1.801127291,1.779650652
8373,21.74069,23.54126731,22.79851051,2.3769734,2.390330623,2.662417226,1.2071594,1.191698271,1.202941605,1.7486602,1.706810005,1.731936893
8373.5,21.785286,22.47099313,22.22309382,2.3869293,2.281982707,2.314388134,1.0982976,1.107189956,1.125396983,1.7741715,1.768213687,1.954171381
8374,21.742413,20.96482542,22.60206708,2.424917,2.259449099,2.419501924,1.1764569,1.182427388,1.171137357,1.7531557,1.726416906,1.650719501
8374.5,21.671762,21.98715561,22.85523224,2.3986804,2.146715404,2.372846559,1.1810458,1.157906938,1.173346197,1.789472,1.871788669,1.98572952
8375,21.67676,19.96204168,20.05609865,2.4315007,2.667556616,2.281477801,1.2735277,1.300890945,1.313118527,1.7024423,1.696026555,1.67230632
8375.5,21.65196,21.84006632,22.39208492,2.4228542,2.327520494,2.505045261,1.123041,1.206415301,1.085496279,1.797922,1.819859181,1.975153026
8376,21.73414,21.87701276,21.72581787,2.3972344,2.525251857,2.300263342,1.2408198,1.268899978,1.248737495,1.7816182,1.726879987,1.676775845
8376.5,21.738943,21.7732088,22.35554232,2.3658054,2.440647535,2.555157156,1.0010391,1.007226805,0.990615289,1.8319292,1.714480086,1.860085766
8377,21.713102,23.303125,21.57430817,2.3648293,2.39139193,2.565410186,1.13967,1.120794031,1.147182072,1.7982178,1.862456771,1.844622972
8377.5,21.687561,21.2205321,20.65995834,2.3392754,2.167487036,2.336275389,1.0918584,1.095034317,1.071016627,1.6922889,1.754175642,1.581516136
8378,21.68577,21.45906141,22.8430206,2.3377736,2.317857995,2.439640533,1.1788567,1.171460411,1.228809668,1.6536388,1.650103777,1.515999259
8378.5,21.728127,21.95267003,22.66435908,2.3478291,2.44848737,2.279401442,1.1855419,1.232707875,1.201717988,1.7391065,1.920987909,1.750903796
8379,21.729435,23.6883056,22.46723689,2.3715131,2.276392627,2.251504892,1.3112677,1.300126706,1.28753853,1.7942333,1.864204586,1.867975742
8379.5,21.741814,19.85707815,21.58250823,2.4566224,2.502333479,2.442560701,1.2260566,1.177086133,1.267420128,1.8109008,1.81125395,1.897623483
8380,21.744377,21.81932785,22.27454573,2.451211,2.241262642,2.484620645,1.2570024,1.412563846,1.27581345,1.8493121,1.804581766,1.823539493
8380.5,21.731455,23.35574381,22.33174792,2.5266771,2.327287806,2.441240719,1.3122218,1.272883086,1.273024933,1.9406518,2.022007434,1.93338058
8381,21.695431,21.47659605,21.70358198,2.5411549,2.647750732,2.639170754,1.2317541,1.273225273,1.190646906,1.8460801,1.773062726,1.856624055
8381.5,21.70487,23.07479525,22.61765286,2.5100474,2.586919498,2.408442808,1.2154337,1.129724933,1.235974911,1.7968976,1.80938561,1.833264111
8382,21.656992,22.40080938,20.07538047,2.5008094,2.492560394,2.541994179,1.2502851,1.255427923,1.176215384,1.7768663,1.823058829,1.650052791
8382.5,21.647383,19.91453356,21.21694694,2.4485402,2.428077106,2.612073451,1.327009,1.304379387,1.236120955,1.7860802,1.856534204,1.745108215
8383,21.706772,21.13092637,21.57438609,2.4240043,2.66405896,2.645649979,1.1334902,1.102098556,1.112369022,1.7977566,1.699342357,1.826492751
8383.5,21.730579,23.09847974,20.38095897,2.3935888,2.468471129,2.46848134,1.2820315,1.308453011,1.287959701,1.7766166,1.757313733,1.707697546
8384,21.725307,21.36845944,21.9516212,2.4047434,2.462825483,2.170940588,1.1389406,1.107966025,1.097609726,1.75757,1.916028586,1.792694339
8384.5,21.72098,22.00476863,22.70047328,2.4096427,2.379814388,2.396944763,1.4112316,1.383658419,1.39220509,1.8390504,1.729193141,1.769650254
8385,21.725456,22.5181217,20.67173916,2.4216177,2.328623937,2.208390262,1.4109598,1.401870344,1.422680728,1.850377,2.086063971,1.970315994
8385.5,21.77136,19.80794109,23.53399194,2.3554685,2.343768853,2.525788739,1.0710727,0.997786616,1.015570263,1.7094822,1.663560988,1.710086867
8386,21.719681,21.56507948,22.02282542,2.3917849,2.235877777,2.267846034,1.2189127,1.243847076,1.284392285,1.7975577,1.929536098,1.936430792
8386.5,21.726986,22.08858834,21.99391288,2.3841412,2.484304744,2.486451792,1.1877872,1.284249795,1.173519199,1.7497368,1.802854489,1.685133102
8387,21.693022,19.13811223,21.49264222,2.3667982,2.387990506,2.281528837,1.2061677,1.055254695,1.276720088,1.7199668,1.657847912,1.662985827
8387.5,21.749489,20.11940361,21.83307866,2.3957639,2.428455779,2.344749453,1.2421381,1.186411307,1.302619625,1.8183172,1.845627003,1.673329568
8388,21.740891,22.59011836,21.06684865,2.3952644,2.280495816,2.389181511,1.1578296,1.172375023,1.127143551,1.8009803,1.565144058,1.808748727
8388.5,21.731358,20.10959821,20.50196908,2.4129074,2.565837427,2.355260461,1.1269879,1.077288751,1.098211135,1.8529271,1.804277007,1.845006029
8389,21.726929,20.83851999,22.67456011,2.4493272,2.237064284,2.550047155,1.2747704,1.208869022,1.22551293,1.7879417,1.787424656,1.774113404
8389.5,21.712652,21.29437599,21.30981631,2.4589832,2.590939498,2.5270012,1.1852268,1.148569386,1.149224591,1.7730246,1.771958643,1.877416222
8390,21.706509,21.1160798,23.4130427,2.4435182,2.557624629,2.63406716,1.2329749,1.144626271,1.122185442,1.8483815,1.892529217,1.942060699
8390.5,21.70863,22.14813632,19.37709414,2.4270978,2.327430423,2.328458732,1.2482682,1.242069514,1.199729978,1.8184414,1.853624467,1.815850842
8391,21.694153,20.94376862,22.65527533,2.4358294,2.349032761,2.615334694,1.1169299,1.048253878,1.098071583,1.7867712,1.967444798,1.625309184
8391.5,21.734228,21.22681102,20.25373411,2.4261613,2.277436304,2.610139226,1.1093938,1.011317524,1.046966245,1.7721671,1.701034367,1.743545538
8392,21.741583,22.0317458,23.3583753,2.3774631,2.347095792,2.314138074,1.185766,1.206553788,1.140301904,1.749939,1.812524263,1.689027052
8392.5,21.694876,21.53117016,23.34258592,2.3327358,2.317858568,2.307074535,1.1045543,1.191025362,1.02934478,1.694671,1.757089333,1.651275891
8393,21.666927,22.08347765,21.76435486,2.3191752,2.279391488,2.343371539,1.0583335,1.094075028,1.051963657,1.7373143,1.767918534,1.798896309
8393.5,21.687361,22.02855781,21.32486071,2.3492577,2.43350466,2.497709188,1.1185027,1.136738418,1.107715384,1.7432592,1.610837234,1.792536656
8394,21.738873,21.79830016,22.30216214,2.3489678,2.218005591,2.549490416,1.2016337,1.239683181,1.151642737,1.7874025,1.647230873,1.818231622
8394.5,21.73971,21.70594196,21.10456268,2.4311984,2.438228709,2.255816557,1.1207956,1.056519137,1.171316973,1.7421918,1.735128875,1.746652698
8395,21.751913,22.58688837,20.32101252,2.4476764,2.379549565,2.30148674,1.2116894,1.229229456,1.300390182,1.773932,1.818957499,1.757812874
8395.5,21.721664,20.56238902,21.85252389,2.4708347,2.475939536,2.409132717,1.1235893,1.111743857,1.155408657,1.768307,1.766994895,1.696409129
8396,21.682085,19.94308837,20.77700946,2.4888926,2.313753706,2.496038843,1.304285,1.38385092,1.432639054,1.8558614,1.926039941,1.869590955
8396.5,21.667086,21.90553484,20.99133144,2.4812558,2.593114605,2.462348619,1.2333022,1.151540594,1.131028033,1.8043385,1.783860382,1.776133117
8397,21.697687,21.34940997,23.04003811,2.4468212,2.352595973,2.584254646,1.1086904,1.045845128,1.146108655,1.7679594,1.884306018,1.741766893
8397.5,21.746033,21.06171714,21.83938693,2.4089854,2.463264555,2.56983388,1.0554484,1.072981905,1.048466375,1.8048842,1.899227642,1.792482832
8398,21.776796,22.57619344,20.10498788,2.4107766,2.373706381,2.324377594,1.2044319,1.128246585,1.208434931,1.8203115,1.901528567,1.758494265
8398.5,21.707232,23.03345989,21.11194098,2.4160929,2.71365368,2.360598094,1.048862,1.100151994,0.977230035,1.8038605,1.746243146,1.771405592
8399,21.703733,21.15140917,21.83492737,2.406049,2.156252633,2.473678947,1.2349535,1.18483214,1.38737608,1.7789871,1.666122978,1.769495698
8399.5,21.676943,22.31431802,22.62520032,2.3909945,2.50546648,2.469015334,1.3019668,1.448969531,1.415598003,1.9203024,2.216736564,2.099226286
8400,21.727415,21.99770976,20.83083378,2.405817,2.335711897,2.294026907,1.1132381,1.091472225,1.146528283,1.772908,1.711534804,1.923303521
8400.5,21.695225,24.23758135,22.78878299,2.4222076,2.086701853,2.473521946,1.2060454,1.303750099,1.226808749,1.7810117,1.697897585,1.699847245
8401,21.670488,21.24659048,21.32762937,2.4421279,2.127063318,2.355959301,1.2231525,1.287673664,1.30543869,1.837473,1.910342281,1.6477394
8401.5,21.691664,20.50582868,24.80297499,2.4674296,2.604067678,2.651846976,1.0989877,1.149266186,1.049421072,1.8099613,1.761977937,1.770284688
8402,21.728701,19.49887908,22.4993538,2.4879358,2.460683437,2.533946433,1.1891793,1.251115741,1.209188725,1.7862697,1.70455113,1.651604481
8402.5,21.712566,22.88644334,22.14797686,2.5107758,2.40273363,2.425210856,1.3448257,1.338737,1.459534699,1.87922,1.810016578,1.781610274
8403,21.708364,21.87822359,21.95138241,2.4860494,2.588131641,2.69774916,1.3500376,1.460116138,1.316010432,1.8195891,1.838545364,1.802797743
8403.5,21.689878,19.99942741,22.6636118,2.4775171,2.555815902,2.566096609,1.2923151,1.273070683,1.248693093,1.8597863,1.830094339,1.941302401
8404,21.664812,21.77942248,21.59318755,2.4517555,2.520306554,2.562347258,1.155085,1.131199583,1.098854782,1.7679116,1.819265637,1.777005406
8404.5,21.680851,22.11961111,22.18132396,2.3827367,2.452037701,2.418740684,1.1336945,1.183568535,1.187261986,1.8173953,1.616911186,1.710727892
8405,21.703846,21.27762367,23.27002291,2.3571756,2.339177729,2.371943017,1.0686864,1.05537841,1.023104384,1.7214671,1.646913893,1.633845557
8405.5,21.716722,21.00826467,23.33724863,2.3779597,2.439932502,2.323496628,1.0928032,1.117982723,1.135972012,1.7476983,1.750542144,1.776825121
8406,21.699183,20.60987315,22.10609576,2.340373,2.440956402,2.254733029,1.1994388,1.246660776,1.232427025,1.6689832,1.761813494,1.538898088
8406.5,21.714861,20.8662278,22.66798793,2.3342352,2.757549244,2.142774181,1.202606,1.215837808,1.119678159,1.738959,1.673103296,1.704251032
8407,21.723736,24.30772839,22.29362284,2.3403299,2.427813762,2.208473809,1.1044426,1.115639876,1.126483343,1.6726402,1.699697313,1.695436933
8407.5,21.761633,23.15696987,22.16095574,2.363929,2.393740661,2.314119211,1.1220719,1.025309863,1.124949367,1.7481248,1.746550686,1.690876173
8408,21.695805,22.67165475,24.16592592,2.4041619,2.398417652,2.077291044,1.1902254,1.131598071,1.092886917,1.7756275,1.772399342,1.993239291
8408.5,21.70043,22.63816341,19.21340624,2.4672782,2.624689952,2.434187441,1.1086839,1.047197558,1.019052813,1.7225605,1.621152581,1.774530568
8409,21.69566,21.63176204,21.14430685,2.4696748,2.384117144,2.495299359,1.1914486,1.157004842,1.266980581,1.7827662,1.758810427,1.803012608
8409.5,21.73522,22.567767,22.04510493,2.4684424,2.364294535,2.423183985,1.2449234,1.172329007,1.197536572,1.8210188,1.753727017,1.887102887
8410,21.785309,20.13739001,21.52966576,2.4786007,2.485117551,2.436426968,1.1780519,1.184478985,1.271958035,1.8073586,1.898629781,1.89913069
8410.5,21.764296,20.6123103,22.61414369,2.4734361,2.488626944,2.563573153,1.2182739,1.238677229,1.293319574,1.8387145,1.696399459,1.826146797
8411,21.733067,21.97117321,22.78204893,2.4706352,2.502296646,2.565220194,1.4482403,1.438974249,1.479795754,1.8427675,1.724706617,1.8838725
8411.5,21.656057,21.57363171,23.09003423,2.4319251,2.194057534,2.369165145,1.1758058,1.194924726,1.145676988,1.8389148,1.907105043,1.891854264
8412,21.679392,21.44204243,21.60735341,2.3864772,2.539143324,2.414781328,1.252308,1.208656168,1.234254908,1.9031575,1.833881721,2.093002109
8412.5,21.713015,21.41062606,21.91551596,2.3760877,2.645010766,2.522530227,1.1482781,1.131961938,1.114934373,1.7191099,1.903341125,1.657795445
8413,21.714664,21.67286797,21.77992245,2.371413,2.275704221,2.27542644,1.176158,1.291004493,1.187460845,1.7600296,1.776283829,1.78841319
8413.5,21.713911,21.39465285,21.36954481,2.3978004,2.501024447,2.276243164,1.1925946,1.266969503,1.198407003,1.7502875,1.699419002,1.820013014
8414,21.712584,22.69157936,20.93298953,2.3865542,2.359513935,2.518389068,1.2856807,1.222608902,1.298631827,1.8054808,1.741622834,1.730431234
8414.5,21.676487,20.4062848,21.3207597,2.411551,2.422055896,2.426078768,1.1542208,1.15945709,1.087509463,1.8383708,1.943363154,1.807521707
8415,21.715441,22.65834435,21.66543396,2.4758155,2.425820923,2.515990272,1.0881057,1.077603177,1.030291423,1.8124287,1.753617024,1.906217359
8415.5,21.705952,21.82503357,22.00154424,2.4594891,2.432337625,2.663197026,1.1772386,1.180160014,1.157389895,1.8445669,1.979421528,1.886616626
8416,21.706606,23.34957719,21.4934383,2.4791746,2.401770231,2.558504618,1.194556,1.240953574,1.261102517,1.7519212,1.809157115,1.866750054
8416.5,21.704306,21.10822979,22.72426211,2.4830682,2.658375682,2.820478937,1.137138,1.053068661,1.166623548,1.8362261,1.934976603,1.899470292
8417,21.679079,21.5523583,20.62842732,2.4894032,2.356052747,2.607158441,1.1802702,1.169408858,1.097341025,1.8285542,2.000253088,1.678248657
8417.5,21.6812,24.40310591,23.65090971,2.4574814,2.361803436,2.608472212,1.079447,1.077343996,1.015734391,1.8122218,1.79537109,2.029359067
8418,21.65712,21.63647957,19.96589008,2.4438663,2.642425269,2.512268692,1.1766769,1.153679543,1.115126107,1.7947117,1.724544888,1.868448621
8418.5,21.698,21.21568285,20.95903841,2.4510734,2.428116788,2.350478565,1.1391983,1.183059135,1.196914115,1.9392292,1.951419382,1.819522133
8419,21.735714,22.4588141,22.21458617,2.4184723,2.546484201,2.542646274,1.2408057,1.223353813,1.255177606,1.780504,1.774278126,1.7697774
8419.5,21.718182,22.2514033,20.02300017,2.466249,2.39025699,2.33260944,1.2807773,1.283617035,1.219902237,1.7834574,1.87785156,1.906901425
8420,21.712959,21.84558697,23.55469516,2.4428296,2.598603987,2.467095008,1.2996228,1.240424543,1.373573481,1.7338865,1.763200777,1.723038148
8420.5,21.758329,22.38718113,21.19551841,2.4387972,2.477411167,2.64366445,1.0759343,1.060444022,1.014787801,1.8047913,1.673141217,1.819804875
8421,21.781105,22.99899287,20.05422926,2.4366798,2.264784506,2.527291561,1.1861676,1.106939209,1.239675605,1.7862664,1.838180718,1.721106803
8421.5,21.793457,21.3911357,22.44738768,2.4179265,2.435294859,2.392660403,1.1597131,1.085320142,1.190997315,1.7430803,1.768487526,1.833296413
8422,21.802557,22.71413339,19.70790035,2.4343705,2.24434243,2.333368342,1.039993,1.053106363,1.061181582,1.7857504,1.866315372,1.74311567
8422.5,21.738735,20.28882456,20.51643647,2.3921213,2.409437706,2.385274031,1.2173085,1.220439999,1.27509705,1.805102,1.83729993,1.842966334
8423,21.766644,21.47006185,21.40483812,2.3604107,2.188505286,2.296382624,1.203529,1.179624233,1.205010761,1.792505,1.742703554,1.620577882
8423.5,21.746923,21.67315886,23.56378508,2.379163,2.522521886,2.226272945,1.2181228,1.127591379,1.212237679,1.7274089,1.810381513,1.957835974
8424,21.675997,23.59235324,22.07715265,2.3957498,2.600225645,2.325332755,1.1334352,1.234913093,1.09851998,1.7313344,1.748010493,1.672613292
8424.5,21.702923,21.78127939,22.06095259,2.3939517,2.177510526,2.440362522,1.2550243,1.241381525,1.232119497,1.8608165,1.96619736,1.740511953
8425,21.700081,20.1582023,21.6652095,2.3981504,2.295025436,2.344469352,1.161075,1.167435778,1.189330532,1.8519541,1.698784403,1.895447742
8425.5,21.704418,23.68323256,21.55661935,2.4130309,2.483456797,2.512466158,1.133055,1.152499738,1.186008397,1.6852757,1.753457074,1.739776402
