t,RMSD (Ligand) Rep1,RMSD (Ligand) Rep2,RMSD (Ligand) Rep3,RMSD Pocket Rep1,RMSD Pocket Rep2,RMSD Pocket Rep3,RMSD BB Rep1,RMSD BB Rep2,RMSD BB Rep3,Rgyr Rep1,Rgyr Rep2,Rgyr Rep3
5909,2.4468534,2.611182439,2.207545135,1.9423684,2.02374357,1.868201299,3.1534984,3.169786593,3.102935306,20.65465,20.72732338,20.47551243
5909.5,2.4192247,2.667583191,2.11065254,1.8705451,2.091365901,1.739725814,3.1393707,3.229801716,3.061422801,20.68424,20.72674331,20.68918308
5910,2.3458974,2.592536025,2.282754352,1.8469207,1.994014097,1.771738401,3.1533823,3.264407384,2.950900283,20.662899,20.80356883,20.58683004
5910.5,2.4235394,2.623375373,2.356948,1.8698628,2.010455212,1.675658011,3.1425176,3.273394539,3.047133987,20.653255,20.66544525,20.63743549
5911,2.275728,2.489139505,2.104884053,1.796618,1.893139604,1.650089348,3.1712506,3.312081926,3.014423614,20.668785,20.70138332,20.6338354
5911.5,2.4019578,2.55206026,2.212975069,1.8583128,2.06460172,1.712909841,3.17752,3.266977639,3.114881218,20.617783,20.599056,20.68709365
5912,2.2397778,2.483249793,1.976065868,1.9555817,2.176269737,1.76055149,3.1671126,3.298792447,3.059208623,20.622189,20.71287398,20.5693385
5912.5,2.3381922,2.530070898,2.10513146,1.8999439,2.133980275,1.787077511,3.150136,3.304332198,3.157756493,20.670918,20.7475547,20.63037433
5913,2.4250622,2.719286456,2.175327539,1.9100902,2.105925342,1.835567231,3.1195078,3.27804758,3.212236806,20.692566,20.72990278,20.66087169
5913.5,2.421627,2.64654076,2.19805061,1.9123765,2.001367148,1.801065967,3.1241479,3.09304893,3.040469997,20.660919,20.69754187,20.60325321
5914,2.4068265,2.58029469,2.315471486,1.8838937,1.992732449,1.840175315,3.1354399,3.112919403,3.08406397,20.658131,20.74727097,20.62178615
5914.5,2.3941028,2.651825253,2.239850256,1.8574808,1.927685627,1.720112679,3.1719849,3.181091781,3.018858177,20.683172,20.75119031,20.63968684
5915,2.3361433,2.462173552,2.147502551,1.9575789,2.010264033,1.918329645,3.1639898,3.243639298,2.92839401,20.681938,20.72686181,20.64151741
5915.5,2.4824317,2.690554816,2.367445541,1.8572652,2.012232392,1.799086411,3.1174963,3.14772309,3.137574726,20.712578,20.78626493,20.66498056
5916,2.4257696,2.682480782,2.372674967,1.9026281,2.009995118,1.867455682,3.1066711,3.09324017,3.087308841,20.695568,20.77474643,20.64290992
5916.5,2.3200982,2.482313543,2.200305333,1.8308673,2.096506462,1.697742663,3.1145587,3.116718982,3.05862856,20.688637,20.75607448,20.59629951
5917,2.3452561,2.555123554,2.160706316,1.9077923,1.946002581,1.770727623,3.162991,3.226220342,3.003276372,20.669655,20.73122167,20.72290738
5917.5,2.2849636,2.381046955,2.170718184,1.9481649,2.056444286,1.788085408,3.1764736,3.139883944,3.048800301,20.614902,20.68266391,20.54132735
5918,2.4047158,2.63465763,2.239032897,1.9219271,2.006972636,1.782468831,3.168293,3.292353733,3.072952474,20.653091,20.61955625,20.57357762
5918.5,2.5903609,2.916415633,2.334588031,1.8646765,1.997512497,1.742989053,3.1253757,3.407400734,3.210590184,20.679722,20.72922529,20.63655367
5919,2.6247149,2.797840972,2.50220432,1.8550611,2.123811512,1.718169741,3.130239,3.334410355,3.014482509,20.684061,20.77747062,20.64558397
5919.5,2.5701234,2.775211272,2.480595695,1.834782,1.988940055,1.743744292,3.1613107,3.270061207,3.022452141,20.706781,20.74062443,20.72397327
5920,2.5779009,2.792292194,2.355090348,1.9277605,2.125955665,1.901070727,3.1792665,3.379392106,3.042273253,20.67461,20.74340898,20.59699651
5920.5,2.6433337,2.830489804,2.465634173,1.9432073,2.141452922,1.869326369,3.1725082,3.364057179,2.91497816,20.65559,20.72497623,20.56818475
5921,2.6236403,2.669056692,2.407712115,1.9077059,2.032730774,1.869980252,3.1344044,3.290910049,3.168523444,20.650333,20.70427575,20.69596233
5921.5,2.5241177,2.581615665,2.485506464,1.9330111,2.009399351,1.818993489,3.0834539,3.191489828,3.123336317,20.691507,20.71804861,20.60107817
5922,2.3390951,2.433428795,2.189048477,1.8782916,2.054876046,1.789799298,3.1058605,3.207002575,3.093859613,20.673592,20.70731162,20.56149952
5922.5,2.3808455,2.563807419,2.309486142,1.9121656,1.99489294,1.869624054,3.1132967,3.147308197,3.087195539,20.692701,20.75065429,20.63177879
5923,2.52689,2.735905792,2.395085921,1.9634596,1.966632605,1.945188153,3.1305287,3.169804514,3.122548364,20.685911,20.67621808,20.66526954
5923.5,2.5865428,2.751265621,2.472465209,1.9094726,2.149314371,1.788889356,3.1675661,3.532138967,3.167315633,20.638208,20.62485063,20.64550879
5924,2.4218102,2.729542012,2.287376377,1.8962554,1.975036653,1.764626783,3.1675816,3.331967828,3.020307601,20.636763,20.67961183,20.58018248
5924.5,2.4030364,2.692655249,2.186683128,1.8631129,2.066306342,1.768278402,3.1649423,3.416589074,3.050740723,20.670563,20.72523322,20.64219476
5925,2.3222051,2.481327032,2.150480297,1.891066,2.150051068,1.693019082,3.1860449,3.205364651,3.086025139,20.708603,20.82205742,20.62952024
5925.5,2.3490887,2.532934932,2.235501189,1.9116839,2.131961993,1.806293656,3.2331293,3.274620317,3.192655315,20.720728,20.78660776,20.75539827
5926,2.3366313,2.450961429,2.13393507,1.8461561,2.045317551,1.804251275,3.247175,3.191378427,3.126646284,20.700638,20.80248174,20.71868263
5926.5,2.2414217,2.499952403,2.182418812,1.839161,1.958148304,1.754778272,3.1905677,3.430431374,3.146656566,20.667353,20.68846298,20.55555668
5927,2.4414847,2.508985359,2.275708856,1.8621153,1.969721051,1.728556098,3.1706395,3.216387729,3.103490697,20.648161,20.84126533,20.65439009
5927.5,2.3385031,2.55106247,2.129940463,1.9134187,2.066909328,1.784793277,3.1338773,3.126184924,2.944746815,20.624863,20.66733734,20.6191121
5928,2.3799329,2.638668409,2.21731381,1.8711987,2.112935287,1.680131848,3.1192403,3.231589505,3.0042681,20.622738,20.69249385,20.60373849
5928.5,2.3851089,2.540969339,2.399717394,1.8064361,1.922080291,1.720136475,3.1155181,3.158199604,3.146918619,20.676258,20.72998377,20.66457376
5929,2.3719769,2.643804063,2.147687444,1.9836932,2.05065968,1.953544505,3.1373749,3.323204222,3.190023033,20.684118,20.71111478,20.59372878
5929.5,2.1741786,2.338951636,1.98962118,1.9279665,2.144494548,1.739288462,3.1657867,3.326867067,2.960901449,20.674919,20.75854736,20.58088215
5930,2.3890624,2.519969727,2.269494934,1.9221096,2.078961094,1.812928402,3.1752203,3.108129719,3.106300647,20.66168,20.67350674,20.61351034
5930.5,2.3740284,2.574779199,2.319103731,1.8683066,2.093240623,1.70776051,3.1502063,3.228565002,3.172855841,20.66301,20.7624437,20.61499424
5931,2.2920599,2.442988319,2.169357365,1.9020799,2.062636939,1.814416422,3.1653543,3.243633066,3.159510278,20.634253,20.6740059,20.55562513
5931.5,2.3052456,2.55261454,2.162932141,1.8186259,1.962157232,1.765507625,3.1318398,3.419903175,3.11987849,20.625051,20.67230267,20.57926975
5932,2.4143388,2.705588351,2.368330713,1.9546922,2.053742707,1.758569053,3.1307595,3.231455948,2.979175572,20.648722,20.6629888,20.63847098
5932.5,2.2260711,2.462550094,2.043991235,1.8899916,2.0244677,1.791036423,3.1430717,3.249915397,2.828207268,20.704567,20.79060937,20.67485135
5933,2.4461527,2.56409168,2.227681933,1.9909346,2.185870058,1.90023992,3.1954319,3.359252975,2.79127614,20.710594,20.78625852,20.66701489
5933.5,2.3489351,2.516932191,2.12031539,1.8961872,2.017448725,1.765811564,3.2092383,3.421377096,3.136933403,20.732431,20.78134167,20.7152287
5934,2.3331292,2.496315899,2.034441935,1.9901174,2.043631753,1.925632965,3.191252,3.327438355,3.11929181,20.665779,20.68665233,20.68445478
5934.5,2.4115968,2.570839456,2.32619978,1.8575258,1.875932476,1.716314286,3.1784294,3.215145438,3.109265875,20.686689,20.7359552,20.65276568
5935,2.3560066,2.513429208,2.255616333,1.8595511,2.002042479,1.832357149,3.2009418,3.250443051,3.3376531,20.669987,20.71967219,20.63647507
5935.5,2.3033953,2.519849697,2.111781006,1.9049219,2.003781326,1.841332502,3.1237724,3.179876774,3.080858737,20.662485,20.6509647,20.58964652
5936,2.2467384,2.503042534,2.172221668,1.8742809,2.008251884,1.752443217,3.0688069,3.11852894,3.069204839,20.644718,20.67154541,20.62298721
5936.5,2.4160836,2.725980573,2.344937754,1.9483829,2.100129385,1.860669435,3.1049376,3.21186009,2.985294712,20.609781,20.56675193,20.58734531
5937,2.2706819,2.314915112,2.087908616,1.8447171,2.017574812,1.641064419,3.0936921,3.297188085,3.0697931,20.666847,20.73809675,20.68634106
5937.5,2.518733,2.704550629,2.357989729,1.9377805,2.081019999,1.731412716,3.126899,3.216142071,2.881205673,20.645422,20.67675651,20.61470882
5938,2.3123288,2.350428503,2.116539363,1.8554486,2.109535168,1.741037426,3.1256683,3.211319307,3.052374833,20.639904,20.71934276,20.53254433
5938.5,2.4266341,2.619784396,2.303851363,1.9257762,2.007263224,1.813541523,3.1593084,3.149150087,2.990765813,20.671816,20.70961241,20.64900129
5939,2.3593245,2.630796993,2.181131122,1.9114367,2.032857916,1.764841833,3.1836967,3.332109636,3.108485819,20.665483,20.7098542,20.65465123
5939.5,2.315397,2.6289178,2.166342742,1.9485981,2.061418531,1.884190569,3.1847253,3.308954698,3.126263523,20.671618,20.7341051,20.64172437
5940,2.47435,2.671335399,2.397814738,1.8827327,1.943133332,1.776685211,3.1181698,3.346515271,2.994716438,20.664373,20.75462289,20.62157091
5940.5,2.3420768,2.639662556,2.074724806,1.856926,2.053379678,1.746142442,3.0788815,3.232850307,3.120298422,20.678595,20.76873544,20.62988042
5941,2.2602651,2.561607006,2.169837538,1.8730881,1.930508552,1.830935586,3.0977497,3.516651094,3.001261929,20.660078,20.67588412,20.64449696
5941.5,2.2925184,2.476537496,2.203082474,1.9052738,1.969585651,1.832385063,3.1082003,3.248026997,2.955176369,20.657574,20.75591311,20.61295136
5942,2.465816,2.527215776,2.374458395,1.8828248,2.14082947,1.700818918,3.1068153,3.119265416,2.974793349,20.682079,20.76640183,20.66298432
5942.5,2.3318267,2.529728012,2.203919349,1.8918307,2.094263634,1.804906721,3.1006265,3.069081315,3.098510347,20.684254,20.72546551,20.63987908
5943,2.3806596,2.52436276,2.15253916,1.8986435,2.011694712,1.796764446,3.1388648,3.228069376,3.016676022,20.692394,20.80028827,20.67681219
5943.5,2.4473462,2.643326671,2.349594624,1.9170758,2.061357477,1.803195854,3.1493835,3.257796786,2.950864449,20.671312,20.5854663,20.70702086
5944,2.456315,2.749639536,2.357830143,1.880471,1.960574492,1.753185078,3.0980549,3.19392015,3.019148037,20.692245,20.6770264,20.61902704
5944.5,2.4274702,2.546986089,2.200806771,1.8141645,1.833508548,1.705233044,3.0315099,3.186033045,2.851870432,20.706404,20.82779113,20.72621908
5945,2.3602774,2.517243517,2.134502299,1.890062,2.034625732,1.774248076,3.0830994,3.197823154,2.949577099,20.66172,20.75615038,20.62799055
5945.5,2.4005008,2.571326099,2.202272556,1.8162712,2.025673467,1.740009894,3.1029508,3.232882767,3.068348294,20.644533,20.67131018,20.56256013
5946,2.4064877,2.476959163,2.275400436,1.8285613,1.984906898,1.768058835,3.1096058,3.117906167,2.993979195,20.694885,20.72477592,20.67756034
5946.5,2.3489032,2.524869886,2.304163971,1.9261864,1.994182828,1.830669564,3.1406634,3.262451896,3.032537268,20.700155,20.72789058,20.66977519
5947,2.2716725,2.545235371,2.140535118,1.863512,2.077822128,1.688340076,3.1223767,3.200466049,3.050360025,20.703896,20.75376377,20.70743361
5947.5,2.4958904,2.76643968,2.295988519,1.9050473,2.031574504,1.811004626,3.1215229,3.343560563,3.09242049,20.654034,20.70962093,20.63596623
5948,2.2985709,2.493014877,2.356518886,1.8679832,2.046786396,1.789935815,3.0555043,3.087838496,3.080199944,20.637766,20.60637556,20.60644731
5948.5,2.3197544,2.463418943,2.115101935,1.855744,2.087130162,1.755488645,3.0570779,3.169763165,2.857691996,20.664944,20.6731909,20.71346464
5949,2.3918254,2.666558506,2.097316811,1.8475846,2.077807516,1.794658357,3.1011796,3.105801011,3.034645211,20.688925,20.72875477,20.63856832
5949.5,2.4436529,2.529486482,2.281362557,1.9158252,1.98712871,1.792457698,3.1439033,3.099095811,3.00769319,20.694592,20.80720934,20.60478105
5950,2.3672633,2.630357667,2.107953289,1.8966814,2.053480313,1.726735588,3.1432664,3.18141928,2.933240942,20.701887,20.78549184,20.61918948
5950.5,2.3016641,2.550202929,2.290256447,1.9707849,1.929008972,1.868052434,3.1502242,3.06741458,3.026920807,20.692665,20.77846806,20.65400606
5951,2.3256412,2.481016954,2.30820448,1.9064264,2.039385272,1.741330862,3.1750462,3.121982147,3.033771122,20.674198,20.77656397,20.51923542
5951.5,2.3183393,2.540849046,2.09325318,1.8965765,2.094775433,1.835421366,3.1768889,3.075493937,3.19505623,20.664345,20.72779934,20.59931232
5952,2.4472456,2.701760441,2.364837891,1.9276828,2.019619709,1.881959658,3.1986246,3.310634443,2.989543015,20.663603,20.64331603,20.6068789
5952.5,2.3072672,2.427168857,2.200556442,1.9557719,2.1005319,1.905089255,3.1999676,3.232438662,3.147794293,20.692539,20.73776343,20.55434922
5953,2.3640327,2.660553727,2.309714881,1.9504038,2.10990282,1.848009657,3.1245863,3.123743937,2.905399097,20.690065,20.75134869,20.68883656
5953.5,2.3818302,2.552068885,2.097801481,1.9516848,2.062245374,1.81032131,3.0878246,3.318124499,2.872460325,20.631786,20.70543232,20.62406194
5954,2.3816988,2.615515687,2.182853974,1.979108,2.125213613,1.833973768,3.0677445,3.162541829,2.982469045,20.628721,20.69582852,20.6767955
5954.5,2.294528,2.426042521,2.170753123,1.9033272,2.070166099,1.851435925,3.0489767,3.314470883,3.101813045,20.604633,20.62605519,20.54379847
5955,2.4265511,2.480915715,2.237749548,1.937659,2.016107151,1.811933745,3.12286,3.390825764,2.923090359,20.639061,20.71038206,20.61257183
5955.5,2.3864906,2.593114742,2.256451344,1.8761892,1.996994549,1.735141289,3.202292,3.276314586,2.993516776,20.680527,20.79343254,20.65307046
5956,2.3758707,2.586688161,2.146600337,1.9244863,2.048865634,1.778124683,3.2261355,3.268047092,3.075237714,20.646812,20.6201075,20.65790904
5956.5,2.4115922,2.679643125,2.275383509,1.9382881,2.135926346,1.779941383,3.2088561,3.396281332,3.225668506,20.690744,20.76749539,20.58362085
5957,2.3279214,2.469126971,2.135971573,1.9179515,2.061095825,1.867195036,3.2257435,3.333913422,3.136620672,20.701242,20.69095151,20.72507589
5957.5,2.2236428,2.390996065,2.1174652,1.8861337,2.016708733,1.823442776,3.1965196,3.211405745,3.105457058,20.74069,20.79890172,20.74656199
5958,2.3180406,2.521593464,2.34344832,1.9861116,2.102507078,1.932732772,3.2373879,3.420173772,3.107001266,20.684698,20.76797327,20.6499376
5958.5,2.3323734,2.538245659,2.181608309,1.9990691,2.131371619,1.942038961,3.1906416,3.285142001,3.188118889,20.666403,20.64555003,20.55229263
5959,2.5270877,2.718690503,2.382182887,1.8764248,2.080406706,1.830188047,3.1357694,3.345091355,3.124404575,20.672188,20.78151014,20.68301477
5959.5,2.3937507,2.554299608,2.249575291,1.893899,2.079191961,1.715306612,3.1332283,3.229972561,3.070600643,20.643438,20.53200995,20.60058226
5960,2.4221857,2.607380013,2.231615302,1.9006798,1.975602679,1.876109411,3.1086009,3.099577746,3.147768436,20.641056,20.64132737,20.54654122
5960.5,2.4049013,2.516719127,2.253059258,1.8888866,2.00341429,1.913804232,3.0966721,3.210260737,2.962328658,20.666418,20.73610742,20.64398692
5961,2.3623755,2.492476375,2.223070626,1.9513127,1.992722304,1.843475257,3.1386938,3.540839997,3.131579398,20.64711,20.65310005,20.62133956
5961.5,2.4573939,2.599175639,2.263895619,1.9687095,2.107933129,1.997706802,3.1493773,3.124542534,3.164212429,20.658787,20.71984177,20.69866294
5962,2.3291876,2.473788154,2.273197502,1.9345506,2.003454774,1.733620072,3.1433196,3.131533621,3.043431334,20.690498,20.70618075,20.71754964
5962.5,2.3465247,2.470514648,2.066365477,1.9529665,2.090291244,1.840392457,3.1495457,3.332643989,3.027572313,20.700819,20.78380615,20.69137882
5963,2.3908453,2.540310004,2.185017349,1.9885899,2.013110254,1.902695263,3.0955453,3.219702795,3.00174827,20.643059,20.73007658,20.55129065
5963.5,2.39696,2.444233799,2.382074398,1.992362,2.166978926,1.851107129,3.1040013,3.162301064,2.946669324,20.62155,20.64097373,20.63017862
5964,2.3982067,2.52732869,2.225082895,1.9332671,2.122629948,1.738693808,3.1244097,3.123555397,2.945831196,20.636541,20.65852179,20.65329502
5964.5,2.3425851,2.536059314,2.050763629,1.9471191,2.141190587,1.913906261,3.1480384,3.345445829,3.153326996,20.681087,20.71412881,20.7364348
5965,2.430454,2.70260771,2.362132565,1.975596,2.048318426,1.916497625,3.1688898,3.25115135,3.187364545,20.700571,20.82008497,20.68389408
5965.5,2.325057,2.490253178,2.195088058,1.9156275,2.14599933,1.834977047,3.1682913,3.187272505,3.244263189,20.638447,20.62548543,20.614624
5966,2.3572233,2.617309276,2.315935196,1.9481716,2.075716234,1.805287539,3.1753867,3.196236386,3.213108624,20.596333,20.57550472,20.59006837
5966.5,2.4061682,2.567512475,2.169878919,1.9631147,2.103920448,1.827833103,3.173775,3.191625167,3.284755415,20.639456,20.68864677,20.59469756
5967,2.381546,2.535279314,2.171334814,1.9441477,2.071727644,1.765509096,3.1492307,3.237527088,3.022890724,20.622009,20.62771506,20.64216864
5967.5,2.2851179,2.366148383,2.050003222,1.926331,2.091700392,1.775392982,3.0846627,3.147118836,3.168615673,20.674511,20.71879183,20.63471979
5968,2.4058115,2.661443609,2.249797565,1.9157782,2.047959302,1.850173297,3.1031697,3.169662916,2.897463116,20.725798,20.76660679,20.68974
5968.5,2.410903,2.516482688,2.180207052,1.9847687,2.20734729,1.843590637,3.1956942,3.402188743,3.103839545,20.700703,20.79123442,20.63517467
5969,2.1833518,2.282353594,1.989982938,1.9064293,2.100393516,1.817748356,3.1875122,3.26380513,3.220374841,20.647982,20.68384834,20.60703092
5969.5,2.3070471,2.535492287,2.234014325,1.9160926,2.045539975,1.841632862,3.1684654,3.320278206,2.932708071,20.644093,20.68375343,20.58331286
5970,2.3915462,2.679546919,2.14784677,1.9687333,2.033880156,1.867663205,3.1762068,3.367954681,3.248438715,20.644306,20.76182981,20.61140222
5970.5,2.3200996,2.576705985,2.147512776,1.9228704,2.197835376,1.808305258,3.1509376,3.187358164,2.914769872,20.656191,20.75203007,20.59341327
5971,2.329932,2.474741469,2.150878206,1.9211636,2.073464523,1.745330644,3.1222034,3.258769472,2.931904705,20.667559,20.6995014,20.67254141
5971.5,2.4140241,2.5321346,2.278315187,1.9755996,2.105951145,1.939762716,3.1661823,3.428293988,3.134288706,20.645449,20.75702332,20.62821125
5972,2.356566,2.550321722,2.201653454,1.9861838,2.004277786,1.815683078,3.1160102,3.152958611,3.11588863,20.671873,20.688272,20.62700003
5972.5,2.3359094,2.67444413,2.122649398,1.9748979,2.011495026,1.915988645,3.1054919,3.370137429,3.006894006,20.688177,20.6916714,20.62719806
5973,2.488061,2.693177634,2.324303979,1.901075,1.957883415,1.736346688,3.132127,3.315804651,3.018044792,20.704687,20.74594867,20.6541773
5973.5,2.3354204,2.549834132,2.155546584,1.9355459,2.013256016,1.853808827,3.1658955,3.216685419,2.942138137,20.66979,20.74454476,20.62287106
5974,2.2714763,2.471144975,2.039739583,1.9189857,2.01417441,1.837607069,3.1463132,3.33683642,2.996421912,20.650249,20.77459921,20.59553244
5974.5,2.3144145,2.664944283,2.051305458,1.8604649,2.080699707,1.843821395,3.1229494,3.31229079,3.276371351,20.646397,20.70885145,20.59802809
5975,2.4632044,2.628409252,2.351655005,1.9157152,2.059344238,1.908848236,3.1217554,3.10837829,3.141350236,20.660774,20.78064822,20.60207093
5975.5,2.4770958,2.757353009,2.345439474,1.8923475,2.019518678,1.794936639,3.1378889,3.17643442,3.050406164,20.633381,20.71619653,20.61903102
5976,2.3758254,2.492400022,2.15567095,1.8557898,1.995054877,1.70155178,3.1564121,3.242904943,3.116962961,20.693665,20.74978739,20.59258717
5976.5,2.3393307,2.549865677,2.180327504,1.867022,1.977780288,1.641411402,3.1839337,3.321634743,2.973901335,20.664091,20.65047861,20.59899008
5977,2.4373682,2.704385987,2.453763501,1.9235675,2.034449878,1.775075785,3.1391959,3.208039971,3.1453567,20.648727,20.71744952,20.60782944
5977.5,2.4036651,2.543809189,2.283474052,1.8798388,1.981431815,1.758008202,3.1400816,3.216139498,2.996554231,20.678486,20.74433258,20.58901046
5978,2.3251717,2.426413878,2.303254502,1.9091254,2.091107173,1.756396035,3.1524298,3.405888473,3.033847199,20.689877,20.74156675,20.66951077
5978.5,2.3111217,2.555937727,2.153649465,1.9291655,1.980302197,1.895023512,3.1522114,3.245454183,2.918331085,20.658875,20.76769083,20.51975728
5979,2.3460588,2.533634995,2.130614137,1.9753302,2.154221867,1.801249966,3.1471014,3.347286885,3.170052843,20.685087,20.7180568,20.67191819
5979.5,2.4061401,2.743465191,2.249307853,1.8346167,1.965163219,1.678480528,3.122654,3.205228109,3.00920594,20.741171,20.7594824,20.76667881
5980,2.2778678,2.440558094,2.218492876,1.8884468,2.070735972,1.776217994,3.1442769,3.337798495,3.019645846,20.729805,20.78959357,20.7005421
5980.5,2.5506191,2.748940635,2.532242333,1.9069405,2.113348464,1.804031988,3.1584387,3.411398875,3.222166042,20.740416,20.77305341,20.71404855
5981,2.2365093,2.507945765,2.095186835,1.8895532,2.12889189,1.779885024,3.1625502,3.262331814,3.08501794,20.674778,20.72741646,20.6453193
5981.5,2.35411,2.566966446,2.19124279,1.903855,2.02201142,1.886107582,3.2205536,3.300092367,3.154991259,20.662445,20.72586809,20.61367326
5982,2.3287039,2.700069566,2.182507099,1.9119004,2.12652452,1.833383558,3.1997964,3.305515154,2.993116939,20.66783,20.68589567,20.6433608
5982.5,2.2633944,2.528392992,2.138751614,1.9203657,2.104967287,1.835215954,3.1518385,3.206254406,2.99648602,20.650112,20.67997075,20.5598902
5983,2.4055531,2.590003681,2.254338982,1.899832,2.142837136,1.801667731,3.1014607,3.282571905,3.176259227,20.6805,20.7318611,20.65423017
5983.5,2.3062122,2.518341262,2.067231241,1.915974,2.113431685,1.755515142,3.1354954,3.208034494,3.089285751,20.653652,20.64870012,20.64687947
5984,2.2650154,2.512232016,2.069908794,1.9359143,2.104257912,1.865921129,3.1785131,3.316628778,3.036982942,20.67494,20.73043661,20.68361292
5984.5,2.3136766,2.649036907,2.124370995,1.9235516,2.035468018,1.818765358,3.1824062,3.257814654,3.299029876,20.673426,20.7592152,20.58958073
5985,2.3741713,2.527132056,2.336421425,1.9624298,2.130617867,1.797635464,3.182399,3.103836655,3.028941435,20.666021,20.69744421,20.70013651
5985.5,2.4116137,2.693941198,2.268951829,1.9273529,2.106475625,1.905316488,3.2144802,3.323306499,3.111363297,20.69153,20.71321215,20.74037698
5986,2.3888781,2.445928731,2.143868018,1.9439794,2.084001137,1.86877437,3.2475026,3.363545339,3.26453591,20.689554,20.68019229,20.60403869
5986.5,2.3468916,2.621537324,2.199724143,1.9220458,2.106846868,1.77199472,3.2458117,3.3653048,3.178429184,20.698536,20.71456432,20.6877846
5987,2.3490546,2.5707247,2.273543357,1.9307641,1.995511348,1.736881837,3.1626318,3.343017499,3.126980896,20.678799,20.81177942,20.67380962
5987.5,2.3233902,2.490290126,2.249082805,1.9081364,2.055787846,1.772252163,3.0952942,3.369225514,2.909818689,20.662655,20.74785708,20.63909557
5988,2.3500466,2.39371433,2.30086101,1.9052279,1.955370752,1.956969932,3.0879447,3.262770252,2.945057236,20.668451,20.75624696,20.68516333
5988.5,2.3600588,2.596578219,1.997427147,1.9099381,2.029863512,1.752370584,3.1288786,3.272108636,3.28423915,20.688114,20.72687559,20.70076568
5989,2.4509199,2.653911579,2.284388286,1.9092032,1.968055677,1.769875201,3.2367361,3.367582336,3.036113503,20.650755,20.68671055,20.62452509
5989.5,2.2770891,2.537957597,1.992267499,1.9241157,2.055617567,1.692350804,3.2206697,3.238846337,3.196658325,20.652033,20.63535012,20.61929991
5990,2.3495636,2.546633493,2.21011698,1.9397135,2.017225267,1.856253113,3.2040129,3.244820289,3.275482745,20.7267,20.66193705,20.6516436
5990.5,2.3999312,2.617903596,2.230589202,1.9571164,2.109507315,1.886545372,3.221946,3.44590942,3.122363782,20.695822,20.71016433,20.59235945
5991,2.1820672,2.409933473,2.148963243,1.9472969,2.071127378,1.832162006,3.1627631,3.421960705,3.217714606,20.667599,20.771938,20.61036625
5991.5,2.4063163,2.651769763,2.313040098,1.9230027,2.054868912,1.775172941,3.1396942,3.383750406,3.018965285,20.679836,20.69468219,20.70634935
5992,2.3282647,2.554543972,2.147565947,1.8581709,2.018168439,1.706923116,3.1512012,3.19735314,3.154028089,20.648191,20.70808769,20.59775477
5992.5,2.3505528,2.530969814,2.26021978,1.7923622,1.913144752,1.752948045,3.136719,3.161972525,3.105799785,20.624805,20.63487073,20.60932759
5993,2.3819518,2.745598371,2.290736411,1.9088159,2.155892375,1.770908198,3.1618197,3.274457288,2.971349233,20.638216,20.63834488,20.57750244
5993.5,2.2597387,2.371576301,2.1176347,1.9786857,2.050358491,1.867986816,3.1882055,3.221842046,2.920073349,20.673265,20.72790655,20.57740118
5994,2.3575993,2.422455914,2.209747205,2.0240166,2.278363355,1.878085006,3.194901,3.366219978,3.148499324,20.734676,20.81643139,20.67001864
5994.5,2.3306494,2.498171939,2.227956867,1.9451383,2.073243858,1.887489953,3.1933734,3.318173235,3.313022176,20.720879,20.76684824,20.64592379
5995,2.2739997,2.617646306,2.155628415,1.8558875,2.155238979,1.849170389,3.2005246,3.318863672,3.065866289,20.714397,20.78051899,20.74161131
5995.5,2.5347276,2.695077264,2.261581597,1.9686989,2.157108322,1.946759033,3.2138321,3.285265658,3.09612264,20.646286,20.62885016,20.64451694
5996,2.2014456,2.487571371,2.095936507,1.9056907,2.035268979,1.83214144,3.1586385,3.273289416,2.829769662,20.671169,20.6548014,20.69212931
5996.5,2.3634531,2.595185511,2.177207234,2.0073433,2.140230059,1.950226664,3.156713,3.304142343,3.164022455,20.685631,20.729025,20.6384326
5997,2.2408259,2.431435806,1.97425141,1.980346,2.157530268,1.948277158,3.1633379,3.240221424,3.182607279,20.672329,20.73253871,20.61974771
5997.5,2.5398185,2.679916106,2.378980029,1.9441563,2.021952426,1.780831936,3.174551,3.15698746,3.065942411,20.732433,20.84223083,20.74753769
5998,2.4804811,2.695854733,2.284405282,1.9929713,2.133875091,1.801770015,3.1639512,3.212056794,3.125288465,20.684914,20.77952482,20.63676278
5998.5,2.1858661,2.515430268,2.140389053,1.9397312,2.055291149,1.851108883,3.1589773,3.303863405,3.020126182,20.642147,20.70949104,20.66698006
5999,2.3792231,2.608577442,2.328622949,1.8742741,2.158455268,1.82774141,3.1967237,3.077289253,3.09958207,20.656885,20.66933314,20.62521297
5999.5,2.3587635,2.488819758,2.231344855,1.8687917,2.033470215,1.71445462,3.1854444,3.252017286,3.220105729,20.677185,20.75270867,20.56662279
6000,2.3383663,2.464623776,2.147052336,1.9117961,2.086872259,1.770173104,3.1394162,3.225367825,2.994076031,20.687893,20.81476189,20.6221703
6000.5,2.3698785,2.584130126,2.319246235,1.9045314,2.086937486,1.815065142,3.1516063,3.103520858,3.181090556,20.684677,20.7716585,20.57637225
6001,2.3519416,2.576630417,2.193082596,1.9141111,2.112579541,1.763492677,3.18627,3.257710962,3.109346207,20.68503,20.74296258,20.6476328
